bodyType,brand,color,engineDisplacement,enginePower,fuelType,mileage,modelDate,model_info,numberOfDoors,sell_id,vehicleTransmission,vhp,gear,wheel,price,sample
внедорожник 5 дв.,BMW,синий,4.8,355,бензин,114000,2008,X5,5.0,1046587686,автоматическая,Оригинал,полный,Левый,1070000,1
седан,BMW,синий,2.0,184,бензин,99000,2012,3ER,4.0,1102412708,автоматическая,Оригинал,полный,Левый,1275000,1
внедорожник 5 дв.,BMW,серый,2.0,184,бензин,120000,2016,X4,5.0,1098084774,автоматическая,Оригинал,полный,Левый,2150000,1
внедорожник 5 дв.,BMW,белый,4.4,407,бензин,199200,2010,X6,5.0,1101869024,автоматическая,Оригинал,полный,Левый,1080000,1
седан,BMW,белый,2.0,184,дизель,102000,2012,3ER,4.0,1086638720,автоматическая,Оригинал,задний,Левый,1399000,1
купе,BMW,чёрный,2.0,156,бензин,108000,2009,3ER,2.0,1102411112,автоматическая,Дубликат,задний,Левый,810000,1
седан,BMW,чёрный,2.5,192,бензин,346000,2004,5ER,4.0,1102276960,автоматическая,Оригинал,задний,Левый,650000,1
седан,BMW,серебристый,2.0,156,бензин,219000,2011,3ER,4.0,1102459189,автоматическая,Оригинал,задний,Левый,685000,1
внедорожник 5 дв.,BMW,белый,3.0,306,дизель,127000,2013,X5,5.0,1102406162,автоматическая,Дубликат,полный,Левый,1985000,1
седан,BMW,белый,3.0,258,дизель,102000,2012,5ER,4.0,1102195598,автоматическая,Оригинал,полный,Левый,1720000,1
внедорожник 5 дв.,BMW,белый,3.0,249,дизель,118000,2015,X5,5.0,1102291791,автоматическая,Оригинал,полный,Левый,2850000,1
седан,BMW,красный,1.6,102,бензин,339000,1996,3ER,4.0,1102660347,автоматическая,Дубликат,задний,Левый,155000,1
внедорожник 5 дв.,BMW,серый,3.0,235,дизель,140000,2009,X5,5.0,1102320406,автоматическая,Оригинал,полный,Левый,1475000,1
хэтчбек 3 дв.,BMW,красный,1.6,115,бензин,135000,2011,1ER,3.0,1101967553,автоматическая,Дубликат,задний,Левый,545000,1
седан,BMW,белый,2.0,218,дизель,225000,2012,5ER,4.0,1091284962,автоматическая,Оригинал,полный,Левый,1300000,1
внедорожник 5 дв.,BMW,чёрный,3.0,381,дизель,115679,2013,X6,5.0,1100118476,автоматическая,Оригинал,полный,Левый,2300000,1
внедорожник 5 дв.,BMW,серый,3.0,400,дизель,44900,2019,X7,5.0,1101988816,автоматическая,Оригинал,полный,Левый,8490000,1
внедорожник 5 дв.,BMW,чёрный,3.0,381,дизель,130000,2014,X5,5.0,1102347839,автоматическая,Оригинал,полный,Левый,3450000,1
внедорожник 5 дв.,MERCEDES,синий,2.1,204,дизель,16816,2018,GLC_COUPE,5.0,1102386497,автоматическая,Оригинал,полный,Левый,3690000,1
внедорожник 5 дв.,MERCEDES,чёрный,3.5,306,бензин,145000,2011,M_KLASSE,5.0,1100254242,автоматическая,Оригинал,полный,Левый,1750000,1
седан,MERCEDES,белый,1.6,156,бензин,58400,2015,CLA_KLASSE,4.0,1102622689,роботизированная,Оригинал,передний,Левый,1700000,1
седан long,MERCEDES,синий,5.5,517,бензин,115430,2007,S_KLASSE,4.0,1081188862,автоматическая,Дубликат,задний,Левый,990000,1
седан,MERCEDES,чёрный,1.8,204,бензин,169000,2009,E_KLASSE,4.0,1102436319,автоматическая,Оригинал,задний,Левый,900000,1
седан,MERCEDES,чёрный,3.8,204,бензин,110000,1985,S_KLASSE,4.0,1098824042,автоматическая,Оригинал,задний,Левый,1500000,1
купе,MERCEDES,чёрный,1.8,156,бензин,100900,2011,C_KLASSE,2.0,1102447330,автоматическая,Оригинал,задний,Левый,1000000,1
хэтчбек 5 дв.,MERCEDES,красный,1.6,102,бензин,268000,2000,A_KLASSE,5.0,1098873112,автоматическая,Оригинал,передний,Левый,200000,1
внедорожник 5 дв.,MERCEDES,пурпурный,3.2,218,бензин,409000,1997,M_KLASSE,5.0,1090147244,автоматическая,Дубликат,полный,Левый,325000,1
кабриолет,MERCEDES,белый,2.3,197,бензин,237000,2001,CLK_KLASSE,2.0,1099681830,автоматическая,Оригинал,задний,Левый,600000,1
седан,MERCEDES,белый,5.0,320,бензин,122000,1994,S_KLASSE,4.0,1091846818,автоматическая,Дубликат,задний,Левый,1000000,1
внедорожник 5 дв.,MERCEDES,синий,5.0,296,бензин,240000,1999,G_KLASSE,5.0,1101410866,автоматическая,Оригинал,полный,Левый,1300000,1
внедорожник 5 дв.,MERCEDES,синий,4.7,435,бензин,185700,2013,GL_KLASSE,5.0,1102470835,автоматическая,Оригинал,полный,Левый,2000000,1
седан long,MERCEDES,чёрный,4.7,455,бензин,122000,2013,S_KLASSE,4.0,1102687932,автоматическая,Оригинал,полный,Левый,2985000,1
седан,MERCEDES,чёрный,5.0,231,бензин,267000,1983,S_KLASSE,4.0,1085936270,автоматическая,Оригинал,задний,Левый,590000,1
седан,MERCEDES,синий,6.0,394,бензин,171000,1994,S_KLASSE,4.0,1101757211,автоматическая,Дубликат,задний,Левый,900000,1
седан,MERCEDES,чёрный,2.0,184,бензин,105000,2016,E_KLASSE,4.0,1101434072,автоматическая,Оригинал,задний,Левый,1700000,1
седан,MERCEDES,белый,1.3,150,бензин,8399,2019,A_KLASSE,4.0,1102385559,роботизированная,Оригинал,передний,Левый,1970000,1
внедорожник 5 дв.,MERCEDES,чёрный,3.0,224,дизель,238000,2011,GL_KLASSE,5.0,1102624087,автоматическая,Дубликат,полный,Левый,1490000,1
внедорожник 5 дв.,MERCEDES,белый,3.5,249,бензин,79500,2013,GLK_KLASSE,5.0,1086515990,автоматическая,Оригинал,полный,Левый,2050000,1
седан,MERCEDES,коричневый,1.8,156,бензин,167000,2010,C_KLASSE,4.0,1097509037,автоматическая,Оригинал,задний,Левый,670000,1
седан,MERCEDES,серебристый,3.5,249,бензин,127000,2013,E_KLASSE,4.0,1095665792,автоматическая,Оригинал,полный,Левый,1490000,1
внедорожник 5 дв.,MERCEDES,чёрный,5.5,388,бензин,223000,2010,GL_KLASSE,5.0,1102409904,автоматическая,Оригинал,полный,Левый,1100000,1
седан long,MERCEDES,чёрный,3.5,306,бензин,170000,2012,S_KLASSE,4.0,1101757331,автоматическая,Оригинал,полный,Левый,1399999,1
внедорожник 5 дв.,MERCEDES,белый,5.5,557,бензин,186500,2014,GL_KLASSE_AMG,5.0,1102235989,автоматическая,Оригинал,полный,Левый,2700000,1
внедорожник 5 дв.,MERCEDES,серый,3.0,249,дизель,110000,2014,GL_KLASSE,5.0,1093519416,автоматическая,Оригинал,полный,Левый,2900000,1
хэтчбек 5 дв.,MERCEDES,зелёный,1.5,95,бензин,178000,2009,A_KLASSE,5.0,1086988619,механическая,Оригинал,передний,Левый,470000,1
седан,MERCEDES,чёрный,3.5,272,бензин,98000,2011,E_KLASSE,4.0,1072064464,автоматическая,Оригинал,полный,Левый,999000,1
седан,MERCEDES,серый,3.2,231,бензин,370000,1993,S_KLASSE,4.0,1101757733,автоматическая,Дубликат,задний,Левый,450000,1
седан long,MERCEDES,синий,3.0,249,дизель,157225,2014,S_KLASSE,4.0,1102353853,автоматическая,Оригинал,полный,Левый,2850000,1
купе-хардтоп,MERCEDES,чёрный,5.5,517,бензин,187630,2006,CL_KLASSE,2.0,1101588472,автоматическая,Дубликат,задний,Левый,1100000,1
седан,MERCEDES,белый,3.5,306,бензин,119000,2012,CLS_KLASSE,4.0,1101741916,автоматическая,Дубликат,задний,Левый,1600000,1
седан,MERCEDES,зелёный,2.6,166,бензин,300000,1988,W124,4.0,1102620926,механическая,Оригинал,задний,Левый,127500,1
седан,MERCEDES,белый,2.1,204,дизель,160000,2013,C_KLASSE,4.0,1098969838,автоматическая,Оригинал,полный,Левый,1200000,1
седан,MERCEDES,чёрный,1.6,150,бензин,31000,2017,C_KLASSE,4.0,1102676070,автоматическая,Оригинал,задний,Левый,1900000,1
купе,MERCEDES,голубой,4.5,218,бензин,93750,1977,SL_KLASSE,2.0,1102236862,автоматическая,Оригинал,задний,Левый,6900000,1
седан,MERCEDES,серый,3.0,265,дизель,61000,2013,CLS_KLASSE,4.0,1102188137,автоматическая,Оригинал,полный,Левый,2000000,1
купе,BMW,серый,2.5,218,бензин,87000,2008,3ER,2.0,1101642037,автоматическая,Оригинал,задний,Левый,1050000,1
внедорожник 5 дв.,BMW,чёрный,3.0,306,бензин,113000,2009,X6,5.0,1083604663,автоматическая,Оригинал,полный,Левый,1299000,1
седан,BMW,зелёный,1.6,100,бензин,365686,1991,3ER,4.0,1101906920,механическая,Оригинал,задний,Левый,225000,1
хэтчбек 3 дв.,BMW,серый,2.0,156,бензин,182000,2008,1ER,3.0,1101267356,автоматическая,Оригинал,задний,Левый,530000,1
седан,BMW,чёрный,3.0,340,бензин,67000,2018,5ER,4.0,1101791757,автоматическая,Оригинал,полный,Левый,3850000,1
лифтбек gran turismo,BMW,белый,2.0,184,дизель,102620,2014,3ER,5.0,1102561873,автоматическая,Оригинал,полный,Левый,1895000,1
седан,BMW,синий,4.4,407,бензин,226000,2010,7ER,4.0,1101851941,автоматическая,Оригинал,задний,Левый,950000,1
седан,BMW,синий,2.0,177,дизель,250000,2009,5ER,4.0,1102553479,автоматическая,Оригинал,задний,Левый,850000,1
купе,BMW,зелёный,2.5,192,бензин,551000,2002,3ER,2.0,1102033642,автоматическая,Оригинал,задний,Левый,415000,1
внедорожник 5 дв.,BMW,серебристый,3.0,249,дизель,85000,2014,X3,5.0,1099270982,автоматическая,Оригинал,полный,Левый,2100000,1
седан,BMW,чёрный,2.0,190,дизель,28000,2019,5ER,4.0,1102570171,автоматическая,Оригинал,полный,Левый,3150000,1
внедорожник 5 дв.,BMW,белый,3.0,306,бензин,175000,2011,X6,5.0,1102431701,автоматическая,Оригинал,полный,Левый,1350000,1
седан,BMW,чёрный,2.5,170,бензин,250000,1997,5ER,4.0,1093532288,автоматическая,Оригинал,задний,Левый,380000,1
седан,BMW,синий,2.0,249,бензин,62000,2017,5ER,4.0,1102697926,автоматическая,Оригинал,полный,Левый,2590000,1
седан,BMW,чёрный,3.0,258,дизель,155000,2013,5ER,4.0,1096737702,автоматическая,Дубликат,полный,Левый,1850000,1
седан,BMW,серебристый,4.0,306,бензин,240000,2006,5ER,4.0,1086869318,автоматическая,Дубликат,задний,Левый,870000,1
внедорожник 5 дв.,BMW,голубой,2.0,184,бензин,71563,2014,X3,5.0,1102098153,автоматическая,Оригинал,полный,Левый,1580000,1
внедорожник 5 дв.,BMW,пурпурный,2.0,177,дизель,91650,2012,X1,5.0,1102525251,автоматическая,Оригинал,полный,Левый,1150000,1
внедорожник 5 дв.,BMW,серый,3.0,231,бензин,160500,2004,X5,5.0,1099053842,автоматическая,Оригинал,полный,Левый,990000,1
седан,BMW,серый,2.0,245,бензин,120000,2013,5ER,4.0,1091283608,автоматическая,Оригинал,полный,Левый,1450000,1
седан,BMW,чёрный,2.0,184,бензин,150000,2012,3ER,4.0,1098431858,автоматическая,Дубликат,задний,Левый,1090000,1
внедорожник 5 дв.,BMW,чёрный,3.0,235,дизель,294000,2009,X5,5.0,1078182421,автоматическая,Оригинал,полный,Левый,1200000,1
универсал 5 дв.,BMW,чёрный,2.5,192,бензин,550000,2003,5ER,5.0,1099833952,автоматическая,Оригинал,задний,Левый,458000,1
лифтбек gran turismo,BMW,коричневый,2.0,184,дизель,130000,2013,3ER,5.0,1102283010,автоматическая,Оригинал,полный,Левый,1740000,1
седан long,BMW,чёрный,2.0,184,бензин,103000,2014,5ER,4.0,1102642718,автоматическая,Дубликат,задний,Левый,1450000,1
седан,BMW,белый,2.0,245,бензин,169000,2013,5ER,4.0,1101733157,автоматическая,Оригинал,полный,Левый,1250000,1
лифтбек gran turismo,BMW,чёрный,3.0,245,дизель,204000,2009,5ER,5.0,1102119642,автоматическая,Оригинал,задний,Левый,1350000,1
седан,BMW,серебристый,2.0,143,бензин,274351,2004,3ER,4.0,1100891330,автоматическая,Оригинал,задний,Левый,365000,1
седан,BMW,красный,1.8,105,бензин,200000,1986,3ER,4.0,1102581472,механическая,Оригинал,задний,Левый,99000,1
внедорожник 5 дв.,BMW,белый,3.0,306,бензин,23300,2015,X5,5.0,1102612884,автоматическая,Оригинал,полный,Левый,3700000,1
хэтчбек 5 дв.,BMW,чёрный,1.6,115,бензин,136967,2011,1ER,5.0,1102635168,автоматическая,Оригинал,задний,Левый,600000,1
седан,BMW,белый,2.0,184,дизель,155000,2013,5ER,4.0,1102435416,автоматическая,Оригинал,задний,Левый,1490000,1
седан,BMW,серый,2.5,192,бензин,262000,2005,5ER,4.0,1101838457,автоматическая,Оригинал,задний,Левый,530000,1
седан,BMW,белый,2.0,249,бензин,33000,2018,5ER,4.0,1101692874,автоматическая,Оригинал,полный,Левый,3168000,1
седан,BMW,чёрный,3.0,258,дизель,149000,2012,5ER,4.0,1101185664,автоматическая,Оригинал,полный,Левый,1590000,1
седан,BMW,чёрный,3.0,258,дизель,245447,2012,5ER,4.0,1102227310,автоматическая,Оригинал,полный,Левый,1550000,1
седан,BMW,чёрный,3.0,258,бензин,174000,2010,5ER,4.0,1090167394,автоматическая,Оригинал,задний,Левый,1100000,1
купе,MERCEDES,белый,5.5,585,бензин,22650,2017,S_KLASSE_AMG,2.0,1101555961,автоматическая,Оригинал,полный,Левый,7000000,1
внедорожник 5 дв.,MERCEDES,белый,3.5,306,бензин,115000,2012,M_KLASSE,5.0,1102667685,автоматическая,Оригинал,полный,Левый,2050000,1
седан,MERCEDES,чёрный,1.8,163,бензин,297000,2003,E_KLASSE,4.0,1100213748,автоматическая,Оригинал,задний,Левый,440000,1
седан,MERCEDES,синий,2.0,118,бензин,348858,1991,W124,4.0,1102479235,механическая,Оригинал,задний,Левый,125000,1
внедорожник 5 дв.,MERCEDES,серый,2.1,204,дизель,35000,2018,GLC_COUPE,5.0,1101338425,автоматическая,Оригинал,полный,Левый,3750000,1
седан,MERCEDES,серый,3.5,306,бензин,162000,2012,E_KLASSE,4.0,1102350889,автоматическая,Оригинал,полный,Левый,1300000,1
седан,MERCEDES,синий,2.4,170,бензин,314000,1998,C_KLASSE,4.0,1101391200,автоматическая,Оригинал,задний,Левый,280000,1
родстер,MERCEDES,серебристый,3.2,231,бензин,172500,1995,SL_KLASSE,2.0,1083802285,автоматическая,Оригинал,задний,Левый,1500000,1
седан long,MERCEDES,чёрный,3.0,333,бензин,97550,2013,S_KLASSE,4.0,1101976971,автоматическая,Оригинал,полный,Левый,3150000,1
седан,MERCEDES,белый,1.6,150,бензин,18000,2018,C_KLASSE,4.0,1102304595,автоматическая,Оригинал,задний,Левый,2340000,1
родстер,MERCEDES,чёрный,3.7,245,бензин,120000,2003,SL_KLASSE,2.0,1099516274,автоматическая,Оригинал,задний,Левый,1300000,1
внедорожник 5 дв.,MERCEDES,чёрный,6.2,510,бензин,191000,2008,M_KLASSE_AMG,5.0,1101893466,автоматическая,Оригинал,полный,Левый,870000,1
седан long,MERCEDES,белый,5.5,388,бензин,277000,2007,S_KLASSE,4.0,1099548670,автоматическая,Оригинал,полный,Левый,890000,1
седан,MERCEDES,белый,1.8,156,бензин,180000,2011,C_KLASSE,4.0,1101828997,автоматическая,Оригинал,задний,Левый,925000,1
седан,MERCEDES,белый,2.6,160,бензин,120000,1987,S_KLASSE,4.0,1102512548,автоматическая,Дубликат,задний,Левый,2500000,1
седан,MERCEDES,белый,3.0,231,бензин,108398,2010,E_KLASSE,4.0,1102445019,автоматическая,Дубликат,задний,Левый,980000,1
седан,MERCEDES,чёрный,3.2,224,бензин,323000,1998,E_KLASSE,4.0,1102256920,автоматическая,Оригинал,задний,Левый,285000,1
седан,MERCEDES,белый,2.0,184,бензин,119000,2014,E_KLASSE,4.0,1102469421,автоматическая,Дубликат,задний,Левый,1420000,1
седан,MERCEDES,серебристый,3.5,272,бензин,301000,2005,CLS_KLASSE,4.0,1102502362,автоматическая,Оригинал,задний,Левый,680000,1
хэтчбек 5 дв.,MERCEDES,синий,1.6,156,бензин,179000,2014,B_KLASSE,5.0,1102561239,роботизированная,Оригинал,передний,Левый,1060000,1
седан,MERCEDES,серебристый,2.6,170,бензин,360000,2000,C_KLASSE,4.0,1092849146,автоматическая,Оригинал,задний,Левый,270000,1
седан,MERCEDES,чёрный,2.0,197,бензин,50750,2019,E_KLASSE,4.0,1102398598,автоматическая,Оригинал,полный,Левый,3000000,1
внедорожник 5 дв.,MERCEDES,чёрный,3.5,272,бензин,161000,2010,M_KLASSE,5.0,1101407518,автоматическая,Оригинал,полный,Левый,980000,1
купе,MERCEDES,чёрный,2.0,197,бензин,18500,2019,E_KLASSE,2.0,1102571768,автоматическая,Оригинал,задний,Левый,3800000,1
седан,MERCEDES,чёрный,2.0,197,бензин,22000,2019,E_KLASSE,4.0,1102246936,автоматическая,Оригинал,полный,Левый,3250000,1
седан,MERCEDES,чёрный,1.8,156,бензин,81800,2011,C_KLASSE,4.0,1102061830,автоматическая,Дубликат,задний,Левый,1100000,1
седан,MERCEDES,белый,2.0,184,бензин,25000,2017,C_KLASSE,4.0,1101991821,автоматическая,Оригинал,полный,Левый,2050000,1
внедорожник 5 дв.,MERCEDES,серебристый,4.3,272,бензин,173500,2000,M_KLASSE,5.0,1090228366,автоматическая,Оригинал,полный,Левый,350000,1
седан,MERCEDES,серый,2.7,185,бензин,115000,1977,S_KLASSE,4.0,1102474549,механическая,Оригинал,задний,Левый,300000,1
внедорожник 5 дв.,MERCEDES,синий,2.0,211,бензин,25500,2019,GLC_KLASSE,5.0,1102233768,автоматическая,Оригинал,полный,Левый,2949000,1
минивэн extralong,MERCEDES,чёрный,2.1,136,дизель,45000,2012,VIANO,4.0,1071187919,автоматическая,Оригинал,задний,Левый,2500000,1
седан,MERCEDES,серый,2.0,204,бензин,787,2020,C_KLASSE,4.0,1102458126,автоматическая,Оригинал,полный,Левый,3199900,1
минивэн long,MERCEDES,чёрный,3.5,258,бензин,60500,2008,VIANO,4.0,1102109323,автоматическая,Дубликат,задний,Левый,1570000,1
внедорожник 5 дв.,MERCEDES,коричневый,3.0,249,дизель,92783,2013,M_KLASSE,5.0,1101798314,автоматическая,Оригинал,полный,Левый,2250000,1
внедорожник 5 дв.,MERCEDES,синий,1.6,150,бензин,56500,2017,GLA_CLASS,5.0,1101652285,роботизированная,Оригинал,передний,Левый,1730000,1
родстер,MERCEDES,чёрный,1.8,163,бензин,180000,2004,SLK_KLASSE,2.0,1022220275,автоматическая,Оригинал,задний,Левый,850000,1
родстер,MERCEDES,белый,1.9,105,бензин,39200,1960,190_SL,2.0,1084625677,механическая,Оригинал,задний,Левый,11700000,1
внедорожник 5 дв.,BMW,синий,2.0,192,бензин,68000,2018,X1,5.0,1102413612,автоматическая,Оригинал,полный,Левый,2249000,1
внедорожник 5 дв.,BMW,чёрный,3.0,381,дизель,80000,2015,X6,5.0,1099866372,автоматическая,Оригинал,полный,Левый,4250000,1
седан,BMW,красный,2.0,51,бензин,58000,1950,340,4.0,1101620659,механическая,Оригинал,задний,Левый,4000000,1
седан,BMW,синий,2.0,249,бензин,65777,2017,5ER,4.0,1102555947,автоматическая,Оригинал,полный,Левый,2989000,1
внедорожник 5 дв.,BMW,синий,2.0,184,бензин,215142,2013,X1,5.0,1102252963,автоматическая,Оригинал,полный,Левый,999000,1
внедорожник 5 дв.,BMW,серый,3.0,231,бензин,440000,2001,X5,5.0,1099915648,механическая,Оригинал,полный,Левый,800000,1
седан,BMW,синий,3.0,320,дизель,77000,2016,7ER,4.0,1093929630,автоматическая,Оригинал,полный,Левый,3990000,1
седан,BMW,белый,2.0,190,дизель,82993,2017,3ER,4.0,1102254163,автоматическая,Оригинал,задний,Левый,1700000,1
седан,BMW,чёрный,3.5,235,бензин,375000,1998,5ER,4.0,1101297638,механическая,Оригинал,задний,Левый,450000,1
седан,BMW,синий,2.0,184,бензин,45800,2017,3ER,4.0,1101593792,автоматическая,Оригинал,полный,Левый,1980000,1
лифтбек gran turismo,BMW,синий,2.0,184,бензин,90300,2013,3ER,5.0,1102070501,автоматическая,Оригинал,задний,Левый,1460000,1
внедорожник 5 дв.,BMW,чёрный,3.0,306,бензин,66100,2017,X5,5.0,1096327154,автоматическая,Оригинал,полный,Левый,3750000,1
седан,BMW,чёрный,2.0,136,бензин,45000,2010,3ER,4.0,1095681386,автоматическая,Оригинал,задний,Левый,1300000,1
седан,BMW,серый,2.0,150,бензин,176000,2007,3ER,4.0,1102615395,автоматическая,Дубликат,задний,Левый,515000,1
внедорожник 5 дв.,BMW,синий,3.0,218,дизель,367000,2004,X5,5.0,1094952956,автоматическая,Оригинал,полный,Левый,795000,1
внедорожник 5 дв.,BMW,коричневый,2.0,245,бензин,150000,2015,X3,5.0,1102668347,автоматическая,Оригинал,полный,Левый,1800000,1
хэтчбек 5 дв.,BMW,белый,1.6,115,бензин,171000,2010,1ER,5.0,1092490066,автоматическая,Оригинал,задний,Левый,500000,1
внедорожник 5 дв.,BMW,серый,3.0,231,бензин,233000,2004,X5,5.0,1102505770,автоматическая,Оригинал,полный,Левый,660000,1
внедорожник 5 дв.,BMW,чёрный,4.8,355,бензин,350000,2008,X5,5.0,1093693710,автоматическая,Дубликат,полный,Левый,850000,1
седан long,BMW,серый,4.4,407,бензин,170000,2011,7ER,4.0,1097526155,автоматическая,Дубликат,полный,Левый,880000,1
седан,BMW,пурпурный,3.0,272,бензин,232268,2007,5ER,4.0,1098085578,автоматическая,Оригинал,полный,Левый,690000,1
седан long,BMW,чёрный,4.4,450,бензин,87784,2015,7ER,4.0,1101999017,автоматическая,Оригинал,полный,Левый,1950000,1
седан,BMW,чёрный,2.0,190,дизель,84000,2019,5ER,4.0,1102173456,автоматическая,Оригинал,задний,Левый,2330000,1
купе,BMW,синий,4.4,333,бензин,255000,2004,6ER,2.0,1087684266,автоматическая,Дубликат,задний,Левый,850000,1
хэтчбек 5 дв.,BMW,белый,1.6,136,бензин,210000,2013,1ER,5.0,1095185786,автоматическая,Оригинал,задний,Левый,710000,1
седан,BMW,красный,2.5,218,бензин,199700,2008,5ER,4.0,1102263488,автоматическая,Дубликат,задний,Левый,720000,1
хэтчбек 3 дв.,BMW,чёрный,1.6,115,бензин,140000,2011,1ER,3.0,1102619646,автоматическая,Оригинал,задний,Левый,470000,1
седан,BMW,чёрный,2.0,190,дизель,36997,2019,5ER,4.0,1102530012,автоматическая,Оригинал,полный,Левый,2990000,1
купе,BMW,красный,3.0,320,бензин,105000,2013,6ER,2.0,1102350921,автоматическая,Дубликат,полный,Левый,2000000,1
внедорожник 5 дв.,BMW,чёрный,2.0,184,бензин,165000,2013,X3,5.0,1098536112,автоматическая,Дубликат,полный,Левый,1200000,1
внедорожник 5 дв.,BMW,серый,2.0,245,бензин,111500,2013,X3,5.0,1101296006,автоматическая,Оригинал,полный,Левый,1350000,1
внедорожник 5 дв.,BMW,чёрный,3.0,272,бензин,174000,2009,X5,5.0,1102659916,автоматическая,Дубликат,полный,Левый,1048000,1
седан long,BMW,чёрный,3.0,245,дизель,190000,2009,7ER,4.0,1101539900,автоматическая,Оригинал,задний,Левый,1699999,1
внедорожник 5 дв.,BMW,белый,2.0,192,бензин,66000,2017,X1,5.0,1101399740,автоматическая,Оригинал,полный,Левый,2100000,1
внедорожник 5 дв.,BMW,белый,3.0,272,бензин,220000,2009,X5,5.0,1100225578,автоматическая,Оригинал,полный,Левый,900000,1
купе,BMW,чёрный,2.0,177,дизель,275000,2007,3ER,2.0,1102667585,автоматическая,Оригинал,задний,Левый,870000,1
седан,MERCEDES,серый,3.5,272,бензин,160320,2008,CLS_KLASSE,4.0,1102583736,автоматическая,Оригинал,задний,Левый,900000,1
седан,MERCEDES,чёрный,2.0,184,бензин,96000,2018,E_KLASSE,4.0,1102094295,автоматическая,Оригинал,задний,Левый,2430000,1
купе,MERCEDES,зелёный,4.0,612,бензин,20000,2018,S_KLASSE_AMG,2.0,1102085553,автоматическая,Оригинал,полный,Левый,10000000,1
купе,MERCEDES,чёрный,1.8,204,бензин,150000,2011,C_KLASSE,2.0,1102225856,автоматическая,Оригинал,задний,Левый,1250000,1
седан,MERCEDES,белый,2.1,170,дизель,290000,2008,C_KLASSE,4.0,1102465205,автоматическая,Оригинал,задний,Левый,750000,1
седан,MERCEDES,серый,5.0,320,бензин,240000,1995,S_KLASSE,4.0,1101751423,автоматическая,Дубликат,задний,Левый,435000,1
седан,MERCEDES,зелёный,3.0,235,дизель,215000,2008,S_KLASSE,4.0,1102681735,автоматическая,Оригинал,задний,Левый,1000000,1
купе,MERCEDES,белый,1.8,156,бензин,140200,2012,C_KLASSE,2.0,1101829170,автоматическая,Оригинал,задний,Левый,990000,1
хэтчбек 5 дв.,MERCEDES,красный,1.6,122,бензин,44000,2014,B_KLASSE,5.0,1096865502,роботизированная,Оригинал,передний,Левый,1370000,1
купе-хардтоп,MERCEDES,чёрный,1.8,163,бензин,243000,2003,CLK_KLASSE,2.0,1102557941,автоматическая,Дубликат,задний,Левый,450000,1
седан,MERCEDES,красный,1.6,156,бензин,128000,2013,CLA_KLASSE,4.0,1101742210,роботизированная,Оригинал,передний,Левый,1270000,1
седан,MERCEDES,чёрный,3.0,235,дизель,258000,2009,S_KLASSE,4.0,1102534848,автоматическая,Оригинал,задний,Левый,999999,1
седан,MERCEDES,чёрный,2.0,249,бензин,37560,2018,C_KLASSE,4.0,1102564886,автоматическая,Оригинал,задний,Левый,2870000,1
седан,MERCEDES,чёрный,3.0,231,бензин,80000,2006,E_KLASSE,4.0,1102336703,автоматическая,Оригинал,задний,Левый,825000,1
минивэн l2,MERCEDES,белый,2.1,136,дизель,270000,2014,VITO,4.0,1102562021,механическая,Оригинал,задний,Левый,1700000,1
внедорожник 5 дв.,MERCEDES,чёрный,5.0,306,бензин,278103,2005,M_KLASSE,5.0,1096656924,автоматическая,Оригинал,полный,Левый,675000,1
купе,MERCEDES,красный,2.0,184,бензин,25000,2016,E_KLASSE,2.0,1102624507,автоматическая,Оригинал,задний,Левый,3050000,1
седан,MERCEDES,чёрный,3.0,115,бензин,1000,1953,W186,4.0,1088610788,механическая,Оригинал,задний,Левый,22233350,1
седан,MERCEDES,чёрный,3.0,231,бензин,198000,2007,C_KLASSE,4.0,1101467442,автоматическая,Оригинал,задний,Левый,570000,1
седан,MERCEDES,бежевый,2.4,170,бензин,190000,1998,E_KLASSE,4.0,1097690708,автоматическая,Оригинал,задний,Левый,580000,1
внедорожник 5 дв.,MERCEDES,чёрный,5.5,388,бензин,292000,2008,M_KLASSE,5.0,1102687702,автоматическая,Оригинал,полный,Левый,1130000,1
купе-хардтоп,MERCEDES,чёрный,3.5,249,бензин,67850,2013,E_KLASSE,2.0,1102194518,автоматическая,Оригинал,задний,Левый,1700000,1
внедорожник 5 дв.,MERCEDES,белый,6.2,510,бензин,177500,2009,M_KLASSE_AMG,5.0,1101826576,автоматическая,Оригинал,полный,Левый,1350000,1
внедорожник 5 дв.,MERCEDES,чёрный,5.5,557,бензин,130000,2015,GL_KLASSE_AMG,5.0,1102357074,автоматическая,Дубликат,полный,Левый,3300000,1
купе,MERCEDES,зелёный,2.0,197,бензин,20000,2019,E_KLASSE,2.0,1102566781,автоматическая,Оригинал,полный,Левый,3900000,1
хэтчбек 5 дв.,MERCEDES,чёрный,1.6,122,бензин,58300,2013,A_KLASSE,5.0,1099159214,роботизированная,Дубликат,передний,Левый,970000,1
седан,MERCEDES,серый,3.5,272,бензин,290000,2007,E_KLASSE,4.0,1102164245,автоматическая,Дубликат,полный,Левый,600000,1
седан,MERCEDES,чёрный,1.6,150,бензин,14000,2019,C_KLASSE,4.0,1097382244,автоматическая,Оригинал,задний,Левый,2500000,1
хэтчбек 3 дв.,MERCEDES,синий,2.3,197,бензин,245000,2002,C_KLASSE,2.0,1102674913,автоматическая,Дубликат,задний,Левый,310000,1
